Area,Ward,Number of schools,School,School URN,Year,Catchment area km2,Total road length in catchment,% of minor roads,Avg elevation,% of catchment in flood-risk zone,Road flood days per year,% of road length flooded at least once,Max flood duration,School population,Absence rate,Persistent absence,Avg lateness,School closure occured,Attainment score,Year-on-year attainment,YY value
Calderdale,,,St John's Primary School In Rishworth,139040,2024,1.025977,,,,13.00808301,,,,147,3.1,3,,,76%,-11.63%,-11.63%
Calderdale,,,St John's Primary School In Rishworth,139040,2016,1.025977,,,,13.00808301,,,,,,,,,70%,-30.00%,-30.00%
Calderdale,,,St Joseph's Catholic Primary Academy,148479,2024,0.980124,,,,,,,,152,6.6,17.9,,,68%,65.85%,65.85%
Calderdale,,,St Joseph's Catholic Primary Academy,148480,2024,0.980124,,,,0,,,,217,4.7,12.5,,,58%,-6.45%,-6.45%
Calderdale,,,St Joseph's Catholic Primary School,107544,2015,0.980124,6.79,72.6,,,,,,,,,,,88%,252.00%,252.00%
Calderdale,,,St Joseph's Catholic Primary School,107544,2019,0.980124,6.79,72.6,,,,,,197,3.1,3.4,,,57%,9.62%,9.62%
Calderdale,,,St Joseph's Catholic Primary School,107544,2017,0.980124,6.79,72.6,,,,,,187,3.6,7.7,,,59%,0.00%,0.00%
Calderdale,,,St Joseph's Catholic Primary School,107544,2013,0.980124,6.79,72.6,,,,,,210,7,11,,,87%,-9.38%,-9.38%
Calderdale,,,St Joseph's Catholic Primary School,107544,2018,0.980124,6.79,72.6,,,,,,189,3.5,7.3,,,52%,-11.86%,-11.86%
Calderdale,,,St Joseph's Catholic Primary School,107544,2016,0.980124,6.79,72.6,,,,,,189,3.6,8.3,,,59%,-32.95%,-32.95%
Calderdale,,,St Joseph's Catholic Primary School,107544,2014,0.980124,6.79,72.6,,,,,,,,,,,25%,-71.26%,-71.26%
Calderdale,,,"St Joseph's Catholic Primary School, Brighouse",107559,2019,0.995972,26.71,74.8,,,,,,240,3.1,4.5,,,76%,33.33%,33.33%
Calderdale,,,"St Joseph's Catholic Primary School, Brighouse",107559,2017,0.995972,26.71,74.8,,,,,,227,3.1,2.8,,,80%,26.98%,26.98%
Calderdale,,,"St Joseph's Catholic Primary School, Brighouse",107559,2015,0.995972,26.71,74.8,,,,,,,,,,,90%,15.38%,15.38%
Calderdale,,,"St Joseph's Catholic Primary School, Brighouse",107559,2013,0.995972,26.71,74.8,,,,,,236,4.1,3.4,,,90%,9.76%,9.76%
Calderdale,,,"St Joseph's Catholic Primary School, Brighouse",107559,2014,0.995972,26.71,74.8,,,,,,243,3.1,0,,,78%,-13.33%,-13.33%
Calderdale,,,"St Joseph's Catholic Primary School, Brighouse",107559,2018,0.995972,26.71,74.8,,,,,,235,3.2,4,,,57%,-28.75%,-28.75%
Calderdale,,,"St Joseph's Catholic Primary School, Brighouse",107559,2016,0.995972,26.71,74.8,,,5,0.98,,243,3,5,,,63%,-30.00%,-30.00%
Calderdale,,,"St Joseph's RC Primary School, Todmorden",107560,2019,1.663358,12.06,87.3,,,,,,120,3.8,5.5,,,93%,66.07%,66.07%
Calderdale,,,"St Joseph's RC Primary School, Todmorden",107560,2017,1.663358,12.06,87.3,,,,,,138,5,9.8,,,50%,38.89%,38.89%
Calderdale,,,"St Joseph's RC Primary School, Todmorden",107560,2013,1.663358,12.06,87.3,,,,,,114,6.7,11.2,,,60%,20.00%,20.00%
Calderdale,,,"St Joseph's RC Primary School, Todmorden",107560,2018,1.663358,12.06,87.3,,,,,,147,4.5,10.6,,,56%,12.00%,12.00%
Calderdale,,,"St Joseph's RC Primary School, Todmorden",107560,2016,1.663358,12.06,87.3,,,5,37.9,,125,6.3,18.1,,,36%,-40.00%,-40.00%
Calderdale,,,St Joseph's Roman Catholic Voluntary Academy,147583,2024,1.663358,,,,0,,,,111,5,10.6,,,73%,-9.88%,-9.88%
Calderdale,,,St Malachy's Catholic Primary School,107545,2013,1.392682,,,,19.79533336,,,,185,6.1,4.8,,,70%,27.27%,27.27%
Calderdale,,,St Malachy's Catholic Primary School,107545,2014,1.392682,,,,19.79533336,,,,208,5.2,2.5,,,80%,14.29%,14.29%
Calderdale,,,St Malachy's Catholic Primary School,107545,2015,1.392682,,,,19.79533336,,,,,,,,,65%,-18.75%,-18.75%
Calderdale,,,"St Malachy's Catholic Primary School, A Voluntary Academy",141480,2017,1.392682,8.19,90.6,,19.79533336,,,,200,5,12.2,,,76%,145.16%,145.16%
Calderdale,,,"St Malachy's Catholic Primary School, A Voluntary Academy",141480,2019,1.392682,8.19,90.6,,19.79533336,,,,198,6.3,21.2,,,45%,21.62%,21.62%
Calderdale,,,"St Malachy's Catholic Primary School, A Voluntary Academy",141480,2024,1.392682,8.19,90.6,,19.79533336,,,,171,8.9,27.5,,,14%,-30.00%,-30.00%
Calderdale,,,"St Malachy's Catholic Primary School, A Voluntary Academy",141480,2018,1.392682,8.19,90.6,,19.79533336,,,,202,5.8,19.2,,,37%,-51.32%,-51.32%
Calderdale,,,St Mary's Catholic Primary Academy,148657,2024,3.057891,,,,2.506275819,,,,302,6,17.4,,,60%,3.45%,3.45%
Calderdale,,,St Mary's Catholic Primary School,107546,2017,3.057891,11.39,83.4,,2.506275819,,,,292,3.8,6.5,,,77%,16.67%,16.67%
Calderdale,,,St Mary's Catholic Primary School,107546,2019,3.057891,11.39,83.4,,2.506275819,,,,291,3.4,5.5,,,72%,10.77%,10.77%
Calderdale,,,St Mary's Catholic Primary School,107546,2014,3.057891,11.39,83.4,,2.506275819,,,,285,3.1,1.2,,,85%,10.39%,10.39%
Calderdale,,,St Mary's Catholic Primary School,107546,2013,3.057891,11.39,83.4,,2.506275819,,,,283,4.5,3.2,,,77%,1.32%,1.32%
Calderdale,,,St Mary's Catholic Primary School,107546,2015,3.057891,11.39,83.4,,2.506275819,,,,280,4.3,2.8,,,77%,-9.41%,-9.41%
Calderdale,,,St Mary's Catholic Primary School,107546,2016,3.057891,11.39,83.4,,2.506275819,,,,280,3.6,5.3,,,66%,-14.29%,-14.29%
Calderdale,,,St Mary's Catholic Primary School,107546,2018,3.057891,11.39,83.4,,2.506275819,,,,283,4.4,7,,,65%,-15.58%,-15.58%
Calderdale,,,St Mary's CofE (VC) J and I School,107538,2024,5.877059,37.93,64.5,,3.432487407,,,,81,3.3,6.2,,,92%,64.29%,64.29%
Calderdale,,,St Mary's CofE (VC) J and I School,107538,2019,5.877059,37.93,64.5,,3.432487407,,,,,,,,,82%,22.39%,22.39%
Calderdale,,,St Mary's CofE (VC) J and I School,107538,2015,5.877059,37.93,64.5,,3.432487407,,,,94,2.2,0,,,100%,8.70%,8.70%
Calderdale,,,St Mary's CofE (VC) J and I School,107538,2018,5.877059,37.93,64.5,,3.432487407,,,,103,2.8,3.3,,,67%,0.00%,0.00%
Calderdale,,,St Mary's CofE (VC) J and I School,107538,2017,5.877059,37.93,64.5,,3.432487407,,,,,,,,,67%,-11.84%,-11.84%
Calderdale,,,St Mary's CofE (VC) J and I School,107538,2016,5.877059,37.93,64.5,,3.432487407,5,0,,102,2,0,,,76%,-24.00%,-24.00%
Calderdale,,,St Michael and All Angels CofE Primary & Pre School,107570,2019,0.706773,,,,17.79129781,,,,206,2.9,1.7,,,69%,43.75%,43.75%
Calderdale,,,St Michael and All Angels CofE Primary & Pre School,107570,2017,0.706773,,,,17.79129781,,,,201,3.2,2.8,,,65%,20.37%,20.37%
Calderdale,,,St Michael and All Angels CofE Primary & Pre School,107570,2024,0.706773,,,,17.79129781,,,,180,5.8,17.3,,,35%,16.67%,16.67%
Calderdale,,,St Michael and All Angels CofE Primary & Pre School,107570,2018,0.706773,,,,17.79129781,,,,207,3.5,2.8,,,48%,-26.15%,-26.15%
Calderdale,,,St Michael and All Angels CofE Primary & Pre School,107570,2016,0.706773,,,,17.79129781,,,,200,2.5,2.3,,,54%,-40.00%,-40.00%
Calderdale,,,St Michael and All Angels CofE Primary School,107570,2015,0.706773,,,,17.79129781,,,,208,2.6,0,,,90%,47.54%,47.54%
Calderdale,,,St Michael and All Angels CofE Primary School,107570,2014,0.706773,,,,17.79129781,,,,,,,,,61%,-14.08%,-14.08%
Calderdale,,,St Michael and All Angels CofE Primary School,107570,2013,0.706773,,,,17.79129781,,,,205,5,3.3,,,71%,-14.46%,-14.46%
Calderdale,,,St Patrick's Catholic Primary Academy,148658,2024,3.755222,,,,0.011119779,,,,103,4.9,8.5,,,0%,-100.00%,-100.00%
Calderdale,,,St Patrick's Catholic Primary School,107557,2019,3.755222,8.62,90.4,,0.011119779,,,,132,3.7,5,,,59%,55.26%,55.26%
Calderdale,,,St Patrick's Catholic Primary School,107557,2015,3.755222,8.62,90.4,,0.011119779,,,,,,,,,89%,28.99%,28.99%
Calderdale,,,St Patrick's Catholic Primary School,107557,2014,3.755222,8.62,90.4,,0.011119779,,,,113,4.7,4,,,69%,2.99%,2.99%
Calderdale,,,St Patrick's Catholic Primary School,107557,2018,3.755222,8.62,90.4,,0.011119779,,,,137,4.7,7.8,,,38%,-2.56%,-2.56%
Calderdale,,,St Patrick's Catholic Primary School,107557,2013,3.755222,8.62,90.4,,0.011119779,,,,101,4.2,3.4,,,67%,-10.67%,-10.67%
Calderdale,,,St Patrick's Catholic Primary School,107557,2017,3.755222,8.62,90.4,,0.011119779,,,,133,4.3,7.5,,,39%,-17.02%,-17.02%
Calderdale,,,St Patrick's Catholic Primary School,107557,2016,3.755222,8.62,90.4,,0.011119779,,,,122,3.7,5.8,,,47%,-47.19%,-47.19%
West Lindsey,,,Sturton by Stow Primary School,120478,2017,45.12019,85.45,58.2,,3.248854858,,,,165,4,4.3,,,57.0%,35.71%,35.71%
West Lindsey,,,Sturton by Stow Primary School,120478,2014,45.12019,85.45,58.2,,3.248854858,,,,131,2.9,,,,84.0%,12.00%,12.00%
West Lindsey,,,Sturton by Stow Primary School,120478,2013,45.12019,85.45,58.2,,3.248854858,,,,116,4,,,,75.0%,7.14%,7.14%
West Lindsey,,,Sturton by Stow Primary School,120478,2019,45.12019,85.45,58.2,,3.248854858,,,,160,4.5,10.6,,,50.0%,4.17%,4.17%
West Lindsey,,,Sturton by Stow Primary School,120478,2015,45.12019,85.45,58.2,,3.248854858,,,,143,3.1,,,,81.0%,-3.57%,-3.57%
West Lindsey,,,Sturton by Stow Primary School,120478,2024,45.12019,85.45,58.2,,3.248854858,8,0.42,,171,4.5,6.5,,,39.0%,-15.22%,-15.22%
West Lindsey,,,Sturton by Stow Primary School,120478,2018,45.12019,85.45,58.2,,3.248854858,,,,153,4,5.8,,,48.0%,-15.79%,-15.79%
West Lindsey,,,Sturton by Stow Primary School,120478,2016,45.12019,85.45,58.2,,3.248854858,,,,150,3.1,3,,,42.0%,-48.15%,-48.15%
West Lindsey,,,Tealby School,120480,2017,38.97615,128.66,59.8,,16.13286671,,,,93,3.8,6.7,,,82.0%,64.00%,64.00%
West Lindsey,,,Tealby School,120480,2024,38.97615,128.66,59.8,,16.13286671,,,,84,8.8,29.5,,,50.0%,38.89%,38.89%
West Lindsey,,,Tealby School,120480,2018,38.97615,128.66,59.8,,16.13286671,,,,91,4.7,10.7,,,92.0%,12.20%,12.20%
West Lindsey,,,Tealby School,120480,2015,38.97615,128.66,59.8,,16.13286671,,,,83,4,,,,83.0%,-9.78%,-9.78%
West Lindsey,,,Tealby School,120480,2019,38.97615,128.66,59.8,,16.13286671,,,,86,2.9,,,,83.0%,-9.78%,-9.78%
West Lindsey,,,Tealby School,120480,2016,38.97615,128.66,59.8,,16.13286671,,,,90,3.7,6.1,,,50.0%,-39.76%,-39.76%
West Lindsey,,,Tealby School,120480,2013,38.97615,128.66,59.8,,16.13286671,,,,70,4.4,,,,,-100.00%,-100.00%
West Lindsey,,,The Bardney Church of England and Methodist Primary School,120589,2017,20.67967,73.28,56.1,,26.95199682,,,,185,3.6,6.4,,,71.0%,86.84%,86.84%
West Lindsey,,,The Bardney Church of England and Methodist Primary School,120589,2019,20.67967,73.28,56.1,,26.95199682,,,,189,3.9,7,,,74.0%,7.25%,7.25%
West Lindsey,,,The Bardney Church of England and Methodist Primary School,120589,2014,20.67967,73.28,56.1,,26.95199682,,,,123,3.6,0,,,88.0%,6.02%,6.02%
West Lindsey,,,The Bardney Church of England and Methodist Primary School,120589,2018,20.67967,73.28,56.1,,26.95199682,,,,186,4.2,8.8,,,69.0%,-2.82%,-2.82%
West Lindsey,,,The Bardney Church of England and Methodist Primary School,120589,2024,20.67967,73.28,56.1,,26.95199682,8,2.46,,188,7.7,18.3,,,68.0%,-8.11%,-8.11%
West Lindsey,,,The Bardney Church of England and Methodist Primary School,120589,2013,20.67967,73.28,56.1,,26.95199682,,,,114,4.2,,,,83.0%,-9.78%,-9.78%
West Lindsey,,,The Bardney Church of England and Methodist Primary School,120589,2015,20.67967,73.28,56.1,,26.95199682,,,,141,3.8,2.5,,,78.0%,-11.36%,-11.36%
West Lindsey,,,The Bardney Church of England and Methodist Primary School,120589,2016,20.67967,73.28,56.1,,26.95199682,,,,154,3.9,8,,,38.0%,-51.28%,-51.28%
Calderdale,,,The Calder Learning Trust,107562,2024,,,,,,,,,1326,9.4,29.3,,,57%,-8.06%,-8.06%
West Lindsey,,,The Gainsborough Charles Baines Community Primary School,120492,2017,9.203476,21.07,53.3,,6.492418543,,,,209,4.5,11.4,,,41.0%,51.85%,51.85%
West Lindsey,,,The Gainsborough Charles Baines Community Primary School,120492,2018,9.203476,21.07,53.3,,6.492418543,,,,202,5.4,17.2,,,60.0%,46.34%,46.34%
West Lindsey,,,The Gainsborough Charles Baines Community Primary School,120492,2024,9.203476,21.07,53.3,,6.492418543,,,,205,5.8,15.7,,,41.0%,0.00%,0.00%
West Lindsey,,,The Gainsborough Charles Baines Community Primary School,120492,2013,9.203476,21.07,53.3,,6.492418543,,,,193,5,2.9,,,78.0%,-2.50%,-2.50%
West Lindsey,,,The Gainsborough Charles Baines Community Primary School,120492,2015,9.203476,21.07,53.3,,6.492418543,,,,208,4.2,1.6,,,72.0%,-2.70%,-2.70%
West Lindsey,,,The Gainsborough Charles Baines Community Primary School,120492,2014,9.203476,21.07,53.3,,6.492418543,,,,200,4.5,0,,,74.0%,-5.13%,-5.13%
West Lindsey,,,The Gainsborough Charles Baines Community Primary School,120492,2019,9.203476,21.07,53.3,,6.492418543,,,,204,4.2,10.2,,,36.0%,-40.00%,-40.00%
West Lindsey,,,The Gainsborough Charles Baines Community Primary School,120492,2016,9.203476,21.07,53.3,,6.492418543,,,,211,3.9,6.5,,,27.0%,-62.50%,-62.50%
West Lindsey,,,The Gainsborough Parish Church Primary School,138640,2017,0.976087,20.82,83.9,,0,,,,310,3.9,9.9,,,70.0%,22.81%,22.81%
West Lindsey,,,The Gainsborough Parish Church Primary School,138640,2014,0.976087,20.82,83.9,,0,,,,303,4,,,,85.0%,21.43%,21.43%
West Lindsey,,,The Gainsborough Parish Church Primary School,138640,2024,0.976087,20.82,83.9,,0,9,0,,294,7.3,20.8,,,45.0%,4.65%,4.65%
West Lindsey,,,The Gainsborough Parish Church Primary School,138640,2013,0.976087,20.82,83.9,,0,,,,314,6.3,7.7,,,70.0%,-10.26%,-10.26%
West Lindsey,,,The Gainsborough Parish Church Primary School,138640,2015,0.976087,20.82,83.9,,0,,,,305,4.2,1.5,,,74.0%,-12.94%,-12.94%
West Lindsey,,,The Gainsborough Parish Church Primary School,138640,2019,0.976087,20.82,83.9,,0,,,,308,4.7,8.5,,,44.0%,-20.00%,-20.00%
West Lindsey,,,The Gainsborough Parish Church Primary School,138640,2018,0.976087,20.82,83.9,,0,,,,307,3.4,6.4,,,55.0%,-21.43%,-21.43%
West Lindsey,,,The Gainsborough Parish Church Primary School,138640,2016,0.976087,20.82,83.9,,0,,,,312,3.3,4.7,,,57.0%,-22.97%,-22.97%
West Lindsey,,,The Grasby All Saints Church of England Primary School,120571,2013,1.29802,51.1,56.7,,0.42740846,,,,90,4.3,,,,100.0%,36.99%,36.99%
West Lindsey,,,The Grasby All Saints Church of England Primary School,120571,2017,1.29802,51.1,56.7,,0.42740846,,,,79,5.2,9,,,100.0%,8.70%,8.70%
West Lindsey,,,The Grasby All Saints Church of England Primary School,120571,2019,1.29802,51.1,56.7,,0.42740846,,,,84,2.7,,,,57.0%,7.55%,7.55%
West Lindsey,,,The Grasby All Saints Church of England Primary School,120571,2014,1.29802,51.1,56.7,,0.42740846,,,,78,2.4,0,,,100.0%,0.00%,0.00%
West Lindsey,,,The Grasby All Saints Church of England Primary School,120571,2016,1.29802,51.1,56.7,,0.42740846,,,,79,3.9,6.8,,,92.0%,0.00%,0.00%
West Lindsey,,,The Grasby All Saints Church of England Primary School,120571,2015,1.29802,51.1,56.7,,0.42740846,,,,75,2.1,0,,,92.0%,-8.00%,-8.00%
West Lindsey,,,The Grasby All Saints Church of England Primary School,120571,2024,1.29802,51.1,56.7,,0.42740846,,,,80,3.6,1.4,,,73.0%,-17.05%,-17.05%
West Lindsey,,,The Grasby All Saints Church of England Primary School,120571,2018,1.29802,51.1,56.7,,0.42740846,,,,101,3.4,3.8,,,53.0%,-47.00%,-47.00%
Calderdale,,,The Greetland Academy,136375,2019,0.654854,22.09,68.5,,0,,,,418,2.6,1.6,,,90%,28.57%,28.57%
Calderdale,,,The Greetland Academy,136375,2017,0.654854,22.09,68.5,,0,,,,417,2.7,3.6,,,97%,24.36%,24.36%
Calderdale,,,The Greetland Academy,136375,2015,0.654854,22.09,68.5,,0,,,,,,,,,100%,2.04%,2.04%
Calderdale,,,The Greetland Academy,136375,2014,0.654854,22.09,68.5,,0,,,,420,2.7,0.8,,,98%,0.00%,0.00%
Calderdale,,,The Greetland Academy,136375,2013,0.654854,22.09,68.5,,0,,,,,,,,,98%,-2.00%,-2.00%
Calderdale,,,The Greetland Academy,136375,2024,0.654854,22.09,68.5,,0,,,,401,4.2,8.4,,,83%,-4.60%,-4.60%
Calderdale,,,The Greetland Academy,136375,2016,0.654854,22.09,68.5,,0,5,0,,417,2.5,0.8,,,78%,-22.00%,-22.00%
Calderdale,,,The Greetland Academy,136375,2018,0.654854,22.09,68.5,,,,,,420,2.8,2.7,,,70%,-27.84%,-27.84%
West Lindsey,,,The Hackthorn Church of England Primary School,120572,2018,1.244574,35.03,70.7,,12.08773773,,,,61,3.7,5.4,,,88.0%,417.65%,417.65%
West Lindsey,,,The Hackthorn Church of England Primary School,120572,2014,1.244574,35.03,70.7,,12.08773773,,,,58,3.8,,,,100.0%,16.28%,16.28%
West Lindsey,,,The Hackthorn Church of England Primary School,120572,2019,1.244574,35.03,70.7,,12.08773773,,,,60,4.1,,,,88.0%,0.00%,0.00%
West Lindsey,,,The Hackthorn Church of England Primary School,120572,2016,1.244574,35.03,70.7,,12.08773773,,,,57,4.5,13.5,,,57.0%,-5.00%,-5.00%
West Lindsey,,,The Hackthorn Church of England Primary School,120572,2013,1.244574,35.03,70.7,,12.08773773,,,,58,5.2,8.8,,,86.0%,-14.00%,-14.00%
West Lindsey,,,The Hackthorn Church of England Primary School,120572,2024,1.244574,35.03,70.7,,12.08773773,,,,56,4.5,11.8,,,75.0%,-15.73%,-15.73%
West Lindsey,,,The Hackthorn Church of England Primary School,120572,2015,1.244574,35.03,70.7,,12.08773773,,,,61,4.9,,,,60.0%,-40.00%,-40.00%
West Lindsey,,,The Hackthorn Church of England Primary School,120572,2017,1.244574,35.03,70.7,,12.08773773,,,,60,4.5,10.5,,,17.0%,-70.18%,-70.18%
Calderdale,,,The Halifax Academy,140326,2024,,,,,,,,,1449,10,34.1,,,66%,26.92%,26.92%
West Lindsey,,,The Market Rasen Church of England Primary School,120577,2015,6.558138,57.65,52.5,,0.012122482,,,,293,3,1.6,,,93.0%,43.08%,43.08%
West Lindsey,,,The Market Rasen Church of England Primary School,120577,2024,6.558138,57.65,52.5,,0.012122482,4,0,,308,4.9,12.4,,,63.0%,16.67%,16.67%
West Lindsey,,,The Market Rasen Church of England Primary School,120577,2018,6.558138,57.65,52.5,,0.012122482,,,,292,3.3,4.9,,,68.0%,9.68%,9.68%
West Lindsey,,,The Market Rasen Church of England Primary School,120577,2013,6.558138,57.65,52.5,,0.012122482,,,,281,5,2.9,,,88.0%,-3.30%,-3.30%
West Lindsey,,,The Market Rasen Church of England Primary School,120577,2017,6.558138,57.65,52.5,,0.012122482,,,,305,3.6,5.2,,,62.0%,-6.06%,-6.06%
West Lindsey,,,The Market Rasen Church of England Primary School,120577,2019,6.558138,57.65,52.5,,0.012122482,,,,300,3.4,8.3,,,56.0%,-17.65%,-17.65%
West Lindsey,,,The Market Rasen Church of England Primary School,120577,2014,6.558138,57.65,52.5,,0.012122482,,,,274,3.3,1.6,,,65.0%,-26.14%,-26.14%
West Lindsey,,,The Market Rasen Church of England Primary School,120577,2016,6.558138,57.65,52.5,,0.012122482,,,,296,3.7,6.8,,,66.0%,-29.03%,-29.03%
West Lindsey,,,The Middle Rasen Primary School,120463,2019,3.105958,31.6,50.1,,33.0601491,,,,97,4.3,16.3,,,65.0%,225.00%,225.00%
West Lindsey,,,The Middle Rasen Primary School,120463,2013,3.105958,31.6,50.1,,33.0601491,,,,98,4,0,,,100.0%,33.33%,33.33%
West Lindsey,,,The Middle Rasen Primary School,120463,2024,3.105958,31.6,50.1,,33.0601491,4,1.97,,135,5,12.4,,,68.0%,17.24%,17.24%
West Lindsey,,,The Middle Rasen Primary School,120463,2015,3.105958,31.6,50.1,,33.0601491,,,,103,4,,,,81.0%,2.53%,2.53%
West Lindsey,,,The Middle Rasen Primary School,120463,2017,3.105958,31.6,50.1,,33.0601491,,,,96,4,9,,,50.0%,-12.28%,-12.28%
West Lindsey,,,The Middle Rasen Primary School,120463,2014,3.105958,31.6,50.1,,33.0601491,,,,96,3.4,0,,,79.0%,-21.00%,-21.00%
West Lindsey,,,The Middle Rasen Primary School,120463,2016,3.105958,31.6,50.1,,33.0601491,,,,102,4.2,9.6,,,57.0%,-29.63%,-29.63%
West Lindsey,,,The Middle Rasen Primary School,120463,2018,3.105958,31.6,50.1,,33.0601491,,,,104,3.1,3.3,,,20.0%,-60.00%,-60.00%
West Lindsey,,,The Nettleham Church of England Voluntary Aided Junior School,120626,2018,5.58143,56.69,60.1,,0,,,,238,3,2.5,,,66.0%,13.79%,13.79%
West Lindsey,,,The Nettleham Church of England Voluntary Aided Junior School,120626,2014,5.58143,56.69,60.1,,0,,,,241,3.5,,,,84.0%,1.20%,1.20%
West Lindsey,,,The Nettleham Church of England Voluntary Aided Junior School,120626,2013,5.58143,56.69,60.1,,0,,,,231,4.5,2.9,,,83.0%,0.00%,0.00%
West Lindsey,,,The Nettleham Church of England Voluntary Aided Junior School,120626,2015,5.58143,56.69,60.1,,0,,,,236,3.1,1.2,,,81.0%,-3.57%,-3.57%
West Lindsey,,,The Nettleham Church of England Voluntary Aided Junior School,120626,2024,5.58143,56.69,60.1,,0,,,,227,5.3,12.5,,,54.0%,-3.57%,-3.57%
West Lindsey,,,The Nettleham Church of England Voluntary Aided Junior School,120626,2019,5.58143,56.69,60.1,,0,,,,244,3.4,5.7,,,63.0%,-4.55%,-4.55%
West Lindsey,,,The Nettleham Church of England Voluntary Aided Junior School,120626,2017,5.58143,56.69,60.1,,0,,,,239,3.1,3.3,,,58.0%,-4.92%,-4.92%
West Lindsey,,,The Nettleham Church of England Voluntary Aided Junior School,120626,2016,5.58143,56.69,60.1,,0,,,,240,3.4,5.3,,,61.0%,-24.69%,-24.69%
West Lindsey,,,"The North-County Primary School, Gainsborough",120448,2013,5.58143,,,,,,,,154,7.2,3.6,,,83.0%,33.87%,33.87%
West Lindsey,,,The Saxilby Church of England Primary School,120583,2014,8.841411,83.84,59.8,,1.521392228,,,,281,3.4,1.9,,,95.0%,43.94%,43.94%
West Lindsey,,,The Saxilby Church of England Primary School,120583,2017,8.841411,83.84,59.8,,1.521392228,,,,314,3.6,5.8,,,78.0%,34.48%,34.48%
West Lindsey,,,The Saxilby Church of England Primary School,120583,2019,8.841411,83.84,59.8,,1.521392228,,,,325,3.7,9.9,,,69.0%,1.47%,1.47%
West Lindsey,,,The Saxilby Church of England Primary School,120583,2015,8.841411,83.84,59.8,,1.521392228,,,,291,3.4,1.6,,,85.0%,-10.53%,-10.53%
West Lindsey,,,The Saxilby Church of England Primary School,120583,2018,8.841411,83.84,59.8,,1.521392228,,,,329,4,9.4,,,68.0%,-12.82%,-12.82%
West Lindsey,,,The Saxilby Church of England Primary School,120583,2013,8.841411,83.84,59.8,,1.521392228,,,,291,5,4.4,,,66.0%,-27.47%,-27.47%
West Lindsey,,,The Saxilby Church of England Primary School,120583,2016,8.841411,83.84,59.8,,1.521392228,,,,319,3.3,4.3,,,58.0%,-31.76%,-31.76%
West Lindsey,,,The Saxilby Church of England Primary School,120583,2024,8.841411,83.84,59.8,,1.521392228,8,1.65,,378,4.8,10.5,,,47.0%,-34.72%,-34.72%
West Lindsey,,,"The White's Wood Lane Community Junior School, Gainsborough",120489,2013,8.841411,,,,,,,,160,4.8,3,,,93.0%,10.71%,10.71%
Calderdale,,,"Todmorden CofE J, I & N School",107556,2017,0.485686,8.1,68.4,,0,,,,235,3.7,10.7,,,65%,25.00%,25.00%
Calderdale,,,"Todmorden CofE J, I & N School",107556,2019,0.485686,8.1,68.4,,0,,,,266,2.6,1.7,,,84%,21.74%,21.74%
Calderdale,,,"Todmorden CofE J, I & N School",107556,2018,0.485686,8.1,68.4,,0,,,,264,3.1,4.5,,,69%,6.15%,6.15%
Calderdale,,,"Todmorden CofE J, I & N School",107556,2015,0.485686,8.1,68.4,,0,,,,233,3.9,1.8,,,85%,4.94%,4.94%
Calderdale,,,"Todmorden CofE J, I & N School",107556,2014,0.485686,8.1,68.4,,0,,,,183,4.4,3.8,,,81%,0.00%,0.00%
Calderdale,,,"Todmorden CofE J, I & N School",107556,2024,0.485686,8.1,68.4,,0,,,,249,3.9,2.3,,,63%,-12.50%,-12.50%
Calderdale,,,"Todmorden CofE J, I & N School",107556,2016,0.485686,8.1,68.4,,0,5,35.75,,249,3.4,6.5,,,52%,-38.82%,-38.82%
Calderdale,,,Todmorden CofE Junior and Infant School,107556,2013,0.485686,8.1,68.4,,0,,,,179,5.2,5.8,,,81%,9.46%,9.46%
Calderdale,,,Triangle CofE VC Primary School,107540,2018,0.444774,11.36,64.9,,0,,,,187,3.4,4.8,,,73%,19.67%,19.67%
Calderdale,,,Triangle CofE VC Primary School,107540,2015,0.444774,11.36,64.9,,0,,,,,,,,,100%,9.89%,9.89%
Calderdale,,,Triangle CofE VC Primary School,107540,2013,0.444774,11.36,64.9,,0,,,,,,,,,95%,9.20%,9.20%
Calderdale,,,Triangle CofE VC Primary School,107540,2019,0.444774,11.36,64.9,,0,,,,200,2.5,2.3,,,78%,6.85%,6.85%
Calderdale,,,Triangle CofE VC Primary School,107540,2014,0.444774,11.36,64.9,,0,,,,,,,,,91%,-4.21%,-4.21%
Calderdale,,,Triangle CofE VC Primary School,107540,2017,0.444774,11.36,64.9,,0,,,,189,3,2.4,,,61%,-4.69%,-4.69%
Calderdale,,,Triangle CofE VC Primary School,107540,2024,0.444774,11.36,64.9,,0,,,,188,3.6,6.6,,,55%,-8.33%,-8.33%
Calderdale,,,Triangle CofE VC Primary School,107540,2016,0.444774,11.36,64.9,,0,5,0,,188,3,3.7,,,64%,-36.00%,-36.00%
Calderdale,,,Trinity Academy Akroydon,143651,2024,0.65633,19.2,81,,1.084400944,,,,254,6.1,17.6,,,51%,0.00%,0.00%
Calderdale,,,Trinity Academy St Chad's,146959,2024,0.907871,13.73,60.5,,1.227663626,,,,144,4,7.6,,,73%,-12.05%,-12.05%
Calderdale,,,Trinity Academy St Peter's,148143,2024,0.544827,15.39,86.2,,0.182297683,,,,103,5.7,18.9,,,50%,6.38%,6.38%
